"docid" "Reference"
"5b541d97cf58f120001757f5" "Pearce, Julie K.; Kirste, Dirk M.; Dawson, Grant K.W.; Farquhar, Susan M.; Biddle, Dean; Golding, Suzanne D.; Rudolph, Victor, 2015, SO2 impurity impacts on experimental and simulated CO2–water–reservoir rock reactions at carbon storage conditions, Chemical Geology, 399, , 65--86, 10.1016/j.chemgeo.2014.10.028"
"5be41053cf58f152c60eac50" "Miller, David B.; Hokenstad, M. Terry; Berg, Kristen, 2017, The Present Retirement Crisis and How Social Workers Can Respond, Journal of Gerontological Social Work, 60, 5, 395--407, 10.1080/01634372.2017.1343756"
"58cf8c24cf58f1bd93664962" "Landis, C. A., 1974, Stratigraphy, lithology, structure, and metamorphism of Permian, Triassic, and Tertiary rocks between the Mararoa River and Mount Snowdon, western Southland, New Zealand, Journal of the Royal Society of New Zealand, 4, 3, 229--251, 10.1080/03036758.1974.10419392"
"55c19775cf58f1a8110b8192" "Bao, Huiming; Rumble, Douglas; Lowe, Donald R., 2007, The five stable isotope compositions of Fig Tree barites: Implications on sulfur cycle in ca. 3.2Ga oceans, Geochimica et Cosmochimica Acta, 71, 20, 4868--4879, 10.1016/j.gca.2007.05.032"
"58d07458cf58f14b0055865a" "Morris, R. C.; Ramanaidou, E. R., 2007, Genesis of the channel iron deposits (CID) of the Pilbara region, Western Australia, Australian Journal of Earth Sciences, 54, 5, 733--756, 10.1080/08120090701305251"
"55038a0be1382326932d8082" "Pietsch, Carlie; Bottjer, David J., 2014, The importance of oxygen for the disparate recovery patterns of the benthic macrofauna in the Early Triassic, Earth-Science Reviews, , , 65--84, 10.1016/j.earscirev.2013.12.002"
"5779e77dcf58f193564e94fa" "COOPER, JOHN R., 1957, METAMORPHISM AND VOLUME LOSSES IN CARBONATE ROCKS NEAR JOHNSON CAMP, COCHISE COUNTY, ARIZONA, Geol Soc America Bull, 68, 5, 577, 10.1130/0016-7606(1957)68[577:mavlic]2.0.co;2"
"54b4328de138239d86855d0e" "McKay, J.L.; Longstaffe, F.J., 2003, Sulphur isotope geochemistry of pyrite from the Upper Cretaceous Marshybank Formation, Western Interior Basin, Sedimentary Geology, 157, 3-4, 175--195, 10.1016/S0037-0738(02)00233-6"
"58cded38cf58f12a356abea0" "Haaijer, Suzanne C. M.; Lamers, Leon P. M.; Smolders, Alfons J. P.; Jetten, Mike S. M.; Op den Camp, Huub J. M., 2007, Iron Sulfide and Pyrite as Potential Electron Donors for Microbial Nitrate Reduction in Freshwater Wetlands, Geomicrobiology Journal, 24, 5, 391--401, 10.1080/01490450701436489"
"5b6b60fecf58f109829dc522" "Liu, Kouqi; Ostadhassan, Mehdi; Gentzis, Thomas; Carvajal-Ortiz, Humberto; Bubach, Bailey, 2018, Characterization of geochemical properties and microstructures of the Bakken Shale in North Dakota, International Journal of Coal Geology, 190, , 84--98, 10.1016/j.coal.2017.08.006"
"57924561cf58f11b57f80ee1" "EDWARDS, D.; FANNING, U.; DAVIES, K. L.; AXE, L.; RICHARDSON, J. B., 1995, Exceptional preservation in Lower Devonian coalified fossils from the Welsh Borderland: a new genus based on reniform sporangia lacking thickened borders, Botanical Journal of the Linnean Society, 117, 3, 233--254, 10.1111/j.1095-8339.1995.tb00454.x"
"54b43250e138239d8684b22f" "Wignall, P.B.; Zonneveld, J.-P.; Newton, R.J.; Amor, K.; Sephton, M.A.; Hartley, S., 2007, The end Triassic mass extinction record of Williston Lake, British Columbia, Palaeogeography, Palaeoclimatology, Palaeoecology, 253, 3-4, 385--406, 10.1016/j.palaeo.2007.06.020"
"56c614b8cf58f17493f8777c" "Winger, Parley V.; Lasier, Peter J.; Hudy, Mark; Fowler, Dean; Avyle, M. J., 1987, SENSITIVITY OF HIGH-ELEVATION STREAMS IN THE SOUTHERN BLUE RIDGE PROVINCE TO ACIDIC DEPOSITION, Journal of the American Water Resources Association, 23, 3, 379--386, 10.1111/j.1752-1688.1987.tb00816.x"
"55b775b2e13823bd29ba81cc" "Kepferle, Roy Clark, 1959, Uranium in Sharon Springs member of Pierre shale, South Dakota and northeastern Nebraska, Bulletin, , , , 10.3133/b1046R"
"5c64fd1f1faed6554895cacb" "Janussen, Dorte; Steiner, Michael; Maoyan, Zhu, 2002, New well-preserved scleritomes of Chancelloridae from the early Cambrian Yuanshan Formation (Chengjiang, China) and the middle Cambrian Wheeler Shale (Utah, USA) and paleobiological implications, Journal of Paleontology, 76, 04, 596--606, 10.1017/S0022336000041895"
"5b6cf1c6cf58f17d79135d74" "Ostwald, J., 1985, An occurrence of ε-FeOOH in a black shale, Mineralogical Magazine, 49, 350, 139--140, 10.1180/minmag.1985.049.350.23"
"558e726ce13823109f3ee363" "Cater, Fred W.; Leonard, B. F.; Davis, W. E.; Pinckney, D. M.; Hamilton, W. B.; Parker, R. L.; Weldin, R. D.; Close, T. J.; Zilka, N. T., 1973, Mineral resources of the Idaho Primitive Area and vicinity, Idaho an evaluation of the mineral potential of the area, Bulletin, , , , "
"55b3eb9ce138231cbdd6d48b" "Cressman, E.R.; Swanson, R.W., 1964, Stratigraphy and petrology of the Permian rocks of southwestern Montana, Professional Paper, , , , 10.3133/pp313C"
"5598c61ce1382390cc640f60" "Hu, Siyu; Evans, Katy; Craw, Dave; Rempel, Kirsten; Bourdet, Julien; Dick, Jeffrey; Grice, Kliti, 2015, Raman characterization of carbonaceous material in the Macraes orogenic gold deposit and metasedimentary host rocks, New Zealand, Ore Geology Reviews, , , 80--95, 10.1016/j.oregeorev.2015.03.021"
"5b6bd87bcf58f12ccd982af0" "McKibben, M. A., 1994, Micron-Scale Isotopic Zoning in Minerals: A Record of Large-Scale Geologic Processes, Mineralogical Magazine, 58A, 2, 587--588, 10.1180/minmag.1994.58A.2.42"
"54fcf39fe138239936c6df62" "Jiang, Wei-Teh; Horng, Chorng-Shern; Roberts, Andrew P.; Peacor, Donald R., 2001, Contradictory magnetic polarities in sediments and variable timing of neoformation of authigenic greigite, Earth and Planetary Science Letters, 1-2, , 1--12, 10.1016/S0012-821X(01)00497-6"
"54be91ade13823299564b13e" "Patterson, J.H.; Henstridge, D.A., 1990, Comparison of the mineralogy and geochemistry of the Kerosene Creek Member, Rundle and Stuart oil shale deposits, Queensland, Australia, Chemical Geology, , , 319--339, 10.1016/0009-2541(90)90088-O"
"550369cde1382326932d7f95" "Frimmel, Hartwig E., 2005, Archaean atmospheric evolution: evidence from the Witwatersrand gold fields, South Africa, Earth-Science Reviews, 1-2, , 1--46, 10.1016/j.earscirev.2004.10.003"
"58b75284cf58f152f7942320" "Liu, Weihua; Mei, Yuan; Etschmann, Barbara; Brugger, Joël; Pearce, Mark; Ryan, Chris G.; Borg, Stacey; Wykes, Jeremey; Kappen, Peter; Paterson, David; Boesenberg, Ulrike; Garrevoet, Jan; Moorhead, Gareth; Falkenberg, Gerald, 2017, Arsenic in hydrothermal apatite: Oxidation state, mechanism of uptake, and comparison between experiments and nature, Geochimica et Cosmochimica Acta, , , 144--159, 10.1016/j.gca.2016.09.023"
"5c302c591faed655488b7378" "van Hengstum, Peter J.; Louchouarn, Patrick; Molodtsov, Sergey; Kaiser, Karl; Donnelly, Jeffrey P.; Albury, Nancy A.; Fall, Patricia L., 2018, Organic matter sources and lateral sedimentation in a Bahamian karst basin (sinkhole) over the late Holocene: Influence of local vegetation and climate, Palaeogeography, Palaeoclimatology, Palaeoecology, 506, , 70--83, 10.1016/j.palaeo.2018.06.014"
"56dece02cf58f1a87dd8a3bc" "Hulen, Jeffrey B.; Nielson, Dennis L., 1986, Hydrothermal alteration in the Baca Geothermal System, Redondo Dome, Valles Caldera, New Mexico, Journal of Geophysical Research, 91, B2, 1867, 10.1029/JB091iB02p01867"
"5a2aef64cf58f1962b6b5c78" "Schopf, J. William; Kudryavtsev, Anatoliy B.; Osterhout, Jeffrey T.; Williford, Kenneth H.; Kitajima, Kouki; Valley, John W.; Sugitani, Kenichiro, 2017, An anaerobic ∼3400Ma shallow-water microbial consortium: Presumptive evidence of Earth’s Paleoarchean anoxic atmosphere, Precambrian Research, 299, , 309--318, 10.1016/j.precamres.2017.07.021"
"565e8d73cf58f148c57ebc2d" "Trémosa, Joachim; Castillo, Christelle; Vong, Chan Quang; Kervévan, Christophe; Lassin, Arnault; Audigane, Pascal, 2014, Long-term assessment of geochemical reactivity of CO2 storage in highly saline aquifers: Application to Ketzin, In Salah and Snøhvit storage sites, International Journal of Greenhouse Gas Control, , , 2--26, 10.1016/j.ijggc.2013.10.022"
"5c2d34ad1faed655488b4044" "De Deckker, Patrick; Mitchell, Carol; Murray-Wallace, Colin V.; Hua, Quan, 2018, Micropalaeontological evidence for deglacial marine flooding of the ancient courses of the River Murray across the Lacepede Shelf, southern Australia, Marine Micropaleontology, 141, , 55--72, 10.1016/j.marmicro.2018.04.002"
"589ebdb1cf58f101e1d918da" "Vaclavkova, Sarka; Schultz-Jensen, Nadja; Jacobsen, Ole Stig; Elberling, Bo; Aamand, Jens, 2015, Nitrate-Controlled Anaerobic Oxidation of Pyrite by Thiobacillus Cultures, Geomicrobiology Journal, 32, 5, 412--419, 10.1080/01490451.2014.940633"
"58c18332cf58f1a32df4927b" "LIU, ALEXANDER G., 2017, FRAMBOIDAL PYRITE SHROUD CONFIRMS THE ‘DEATH MASK' MODEL FOR MOLDIC PRESERVATION OF EDIACARAN SOFT-BODIED ORGANISMS—A REPLY, PALAIOS, 32, 3, 197--198, 10.2110/palo.2016.104"
"54b4326be138239d8684fe04" "Glasspool, I.J.; Edwards, D.; Axe, L., 2006, Charcoal in the Early Devonian: A wildfire-derived Konservat–Lagerstätte, Review of Palaeobotany and Palynology, 142, 3-4, 131--136, 10.1016/j.revpalbo.2006.03.021"
"571062bbcf58f1419caa214c" "FARRELL, U. C.; BRIGGS, D. E. G.; GAINES, R. R., 2011, PALEOECOLOGY OF THE OLENID TRILOBITE TRIARTHRUS: NEW EVIDENCE FROM BEECHER'S TRILOBITE BED AND OTHER SITES OF PYRITIZATION, PALAIOS, 26, 11, 730--742, 10.2110/palo.2011.p11-050r"
"5a0f54f8cf58f195fc0d3b23" "TAYLOR, 2017, EXCEPTIONAL PYRITIZED CYANOBACTERIAL MATS ENCRUSTING BRACHIOPOD SHELLS FROM THE UPPER ORDOVICIAN (KATIAN) OF THE CINCINNATI, OHIO, REGION, PALAIOS, 32, 11, 673--677, 10.2110/palo.2017.062"
"54b43274e138239d8685184a" "Clarke, G.L.; Burg, J.P.; Wilson, C.J.L., 1986, Stratigraphic and structural constraints on the proterozoic tectonic history of the Olary Block, South Australia, Precambrian Research, 34, 2, 107--137, 10.1016/0301-9268(86)90053-7"
"57c16f48cf58f15cba2f190c" "THOMAZO, C.; ADER, M.; PHILIPPOT, P., 2011, Extreme 15N-enrichments in 2.72-Gyr-old sediments: evidence for a turning point in the nitrogen cycle, Geobiology, 9, 2, 107--120, 10.1111/j.1472-4669.2011.00271.x"
"559922f8e1382390cc64112e" "Jowitt, Simon M.; Cooper, Kellie; Squire, Richard J.; Thébaud, Nicolas; Fisher, Louise A.; Cas, Ray A.F.; Pegg, Ian, 2014, Geology, mineralogy, and geochemistry of magnetite-associated Au mineralization of the ultramafic–basalt greenstone hosted Crusader Complex, Agnew Gold Camp, Eastern Yilgarn Craton, Western Australia; a Late Archean intrusion-related Au deposit?, Ore Geology Reviews, , , 53--72, 10.1016/j.oregeorev.2013.07.009"
"55975eb8e1382390cc6407aa" "Lerouge, C; Deschamps, Y; Joubert, M; Béchu, E; Fouillac, A.-M; Castro, J.A, 2001, Regional oxygen isotope systematics of felsic volcanics; a potential exploration tool for volcanogenic massive sulphide deposits in the Iberian Pyrite Belt, Journal of Geochemical Exploration, 72, 3, 193--210, 10.1016/S0375-6742(01)00161-3"
"55afd46be138238f9de48330" "Lemmon, D.M.; Morris, H.T., 1979, Preliminary geologic map of the Milford Quadrangle, Beaver County, Utah, Open-File Report, , , , 10.3133/ofr791471"
"55b74c9fe1382373b63b7bfe" ", 1985, Papers to appear in forthcoming issues, Geochimica et Cosmochimica Acta, 49, 3, 891--892, 10.1016/0016-7037(85)90184-X"
"57ec1ff2cf58f1ae831b4bca" "BISHOP, JAMES W.; SUMNER, DAWN Y.; HUERTA, NICOLAS J., 2006, Molar tooth structures of the Neoarchean Monteville Formation, Transvaal Supergroup, South Africa. II: A wave-induced fluid flow model, Sedimentology, 53, 5, 1069--1082, 10.1111/j.1365-3091.2006.00802.x"
"558f97d7e13823109f3eea85" "Cooper, Margaret, 1971, Selected annotated bibliography on the geochemistry of gold, Bulletin, , , , "
"54b78dffe138230a74d159ad" "Hopson, P.M.; Farrant, A.R.; Booth, K.A., 2001, Lithostratigraphy and regional correlation of the basal Chalk, Upper Greensand, Gault, and uppermost Folkestone formations (Mid-Cretaceous) from cored boreholes near Selborne, Hampshire, Proceedings of the Geologists' Association, 112, 3, 193--210, 10.1016/S0016-7878(01)80001-8"
"58d03bf3cf58f138516d1200" "Warren, J. K., 1997, Evaporites, brines and base metals: Fluids, flow and ‘the evaporite that was’, Australian Journal of Earth Sciences, 44, 2, 149--183, 10.1080/08120099708728302"
"589e4d18cf58f1a00317423c" "Singh, A. K.; Singh, P. K.; Singh, M. P.; Banerjee, P. K., 2015, Utilization of the Permian Coal Deposits of West Bokaro, India: A Petrochemical Evaluation, Energy Sources, Part A: Recovery, Utilization, and Environmental Effects, 37, 10, 1081--1088, 10.1080/15567036.2011.603029"
"54c0503ce1382389c54c36d3" "Field, C.W.; Zhang, L.; Dilles, J.H.; Rye, R.O.; Reed, M.H., 2005, Sulfur and oxygen isotopic record in sulfate and sulfide minerals of early, deep, pre-Main Stage porphyry Cu–Mo and late Main Stage base-metal mineral deposits, Butte district, Montana, Chemical Geology, 215, 1-4, 61--93, 10.1016/j.chemgeo.2004.06.049"
"58cc4e77cf58f15f1d1cd8ed" "Marshall, Paul, 2003, Ichnofossils of the Psilonichnus Ichnofacies and Their Paleoecological and Paleoenvironmental Significance in the Scottish Middle Jurassic, Ichnos, 9, 3-4, 95--108, 10.1080/10420940290208199"
"5a2fbde3cf58f124315cc9f7" "Schulze, Darrell G.; Landin, Nils C.; Owens, Phillip R.; Camberato, James J., 2017, Evidence for a naturally occurring post-glacial acid sulfate weathering event in northwestern Indiana, USA, Geoderma, 308, , 341--349, 10.1016/j.geoderma.2017.06.006"
"57c3bb85cf58f13e54607612" "Sim, Cheng Yii; Adam, Ludmila, 2016, Are changes in time-lapse seismic data due to fluid substitution or rock dissolution? A CO 2 sequestration feasibility study at the Pohokura Field, New Zealand, Geophysical Prospecting, 64, 4, 967--986, 10.1111/1365-2478.12405"
"55ae8632e13823763a830c34" "Wilson, A.B., 1999, Locatable mineral reports for Colorado, South Dakota, and Wyoming provided to the U.S. Forest Service in fiscal year 1999, Open-File Report, , , , 10.3133/ofr99501"
"5592c201e138236ee221813a" "Ivor Roberts, F., 1982, Trace element chemistry of pyrite: A useful guide to the occurrence of sulfide base metal mineralization, Journal of Geochemical Exploration, 17, 1, 49--62, 10.1016/0375-6742(82)90019-X"
"58b6cd03cf58f11a62f28656" "Ardakani, Omid H.; Chappaz, Anthony; Sanei, Hamed; Mayer, Bernhard, 2016, Effect of thermal maturity on remobilization of molybdenum in black shales, Earth and Planetary Science Letters, , , 311--320, 10.1016/j.epsl.2016.06.004"
"5d808dad0b45c76cafa864fd" "Slotznick, Sarah P.; Webb, Samuel M.; Kirschvink, Joseph L.; Fischer, Woodward W., NA, Mid‐Proterozoic ferruginous conditions reflect post‐depositional processes, Geophysical Research Letters, , , , 10.1029/2018GL081496"
"5b6eacb4cf58f13a71cc916a" "Dunham, K. C.; Claringbull, G. F.; Bannister, F. A., 1948, Dickite and collophane in the Magnesian Limestone of Durham, Mineralogical Magazine and Journal of the Mineralogical Society, 28, 201, 338--342, 10.1180/minmag.1948.028.201.03"
"5c3a47c21faed655488c843b" "Bai, Jing; Su, Xiaosi; Yuan, Wenzhen, NA, Release of arsenic and iron in aquifer to groundwater under the variation of REDOX environment during bank infiltration: a case study in Huangjia groundwater source area, Northeastern China, Human and Ecological Risk Assessment: An International Journal, , , 1--21, 10.1080/10807039.2018.1539636"
"55c04cf0cf58f16e99a3749a" "Heinrich, C.A.; Bain, J.H.C.; Fardy, J.J.; Waring, C.L., 1993, Br/Cl geochemistry of hydrothermal brines associated with Proterozoic metasediment-hosted copper mineralization at Mount Isa, northern Australia, Geochimica et Cosmochimica Acta, 57, 13, 2991--3000, 10.1016/0016-7037(93)90288-8"
"55992ba3e1382390cc64115a" "Velasco, F.; Herrero, J.M.; Suárez, S.; Yusta, I.; Alvaro, A.; Tornos, F., 2013, Supergene features and evolution of gossans capping massive sulphide deposits in the Iberian Pyrite Belt, Ore Geology Reviews, , , 181--203, 10.1016/j.oregeorev.2013.01.008"
"5750f9c3cf58f1bdb874f805" "Robinson, B. W.; Badham, J. P. N., 1974, Stable Isotope Geochemistry and the Origin of the Great Bear Lake Silver Deposits, Northwest Territories, Canada, Canadian Journal of Earth Sciences, 11, 5, 698--711, 10.1139/e74-068"
"58c1f3dacf58f11136b5a58d" "Herzer, R. H.; Chaproniere, G. C. H.; Edwards, A. R.; Hollis, C. J.; Pelletier, B.; Raine, J. I.; Scott, G. H.; Stagpoole, V.; Strong, C. P.; Symonds, P.; Wilson, G. J.; Zhu, H., 1997, Seismic stratigraphy and structural history of the Reinga Basin and its margins, southern Norfolk Ridge system, New Zealand Journal of Geology and Geophysics, 40, 4, 425--451, 10.1080/00288306.1997.9514774"
"56b4fd8acf58f14c238d30f5" "Garden, I. R.; Guscott, S. C.; Burley, S. D.; Foxford, K. A.; Walsh, J. J.; Marshall, J., 2001, An exhumed palaeo-hydrocarbon migration fairway in a faulted carrier system, Entrada Sandstone of SE Utah, USA, Geofluids, 1, 3, 195--213, 10.1046/j.1468-8123.2001.00018.x"
"58e2fe71cf58f1840f823060" "Yang, Xiao-Fa; Xie, Yin-Fu; Zhang, Zhi-Wei; Ma, Zhong-Zhen; Zhou, Yu-Bing; Liu, Ya-Ming; Wang, Dan-Dan; Zhao, Yong-Bin, 2017, HYDROCARBON GENERATION POTENTIAL AND DEPOSITIONAL ENVIRONMENT OF SHALES IN THE CRETACEOUS NAPO FORMATION, EASTERN ORIENTE BASIN, ECUADOR, Journal of Petroleum Geology, 40, 2, 173--193, 10.1111/jpg.12671"
"55d1378fcf58f1b3b25e3618" "Kato, Yasuhiro; Suzuki, Katsuhiko; Nakamura, Kentaro; Hickman, Arthur H.; Nedachi, Munetomo; Kusakabe, Minoru; Bevacqua, David C.; Ohmoto, Hiroshi, 2009, Hematite formation by oxygenated groundwater more than 2.76 billion years ago, Earth and Planetary Science Letters, 278, 1, 40--49, 10.1016/j.epsl.2008.11.021"
"5576b8fae138234790a013a0" ", 2010, Geochemistry Articles – April 2010, Organic Geochemistry, 41, 8, e159--e181, 10.1016/j.orggeochem.2010.04.019"
"578f042ccf58f1909ec0ef47" "JOHNSON, J. G.; VISCONTI, ROBERT, 1992, Roberts Mountains thrust relationships in a critical area, northern Sulphur Spring Range, Nevada, Geological Society of America Bulletin, 104, 9, 1208--1220, 10.1130/0016-7606(1992)104<1208:rmtria>2.3.co;2"
"557f93d1e13823bc80ba2760" "Bateman, Paul C., 1992, Plutonism in the central part of the Sierra Nevada Batholith, California, Professional Paper, , , , "
"56817094cf58f1ba274d44c1" "WALTON, A. W, 2008, Microtubules in basalt glass from Hawaii Scientific Driling Project #2 phase 1 core and Hilina slope, Hawaii: evidence of the occurrence and behavior of endolithic microorganisms, Geobiology, 6, 4, 351--364, 10.1111/j.1472-4669.2008.00149.x"
"55b8c86fe13823bd29ba89f6" "Edited by Campbell, John A., 1977, Short papers of the U.S. Geological Survey uranium-thorium symposium, 1977, Circular, , , , "
"5c2fe60d1faed655488b6bae" "Frimmel, H.E., 2018, Regional gold-enrichment of conglomerates in Paleoproterozoic supergroups formed during the 2.45Ga rifting of Kenorland, Ore Geology Reviews, 101, , 985--996, 10.1016/j.oregeorev.2017.04.003"
"577bed74cf58f16fc8432d39" "BRADLEY, W. H., 1966, Tropical Lakes, Copropel, and Oil Shale, Geol Soc America Bull, 77, 12, 1333, 10.1130/0016-7606(1966)77[1333:tlcaos]2.0.co;2"
"55c05cb5cf58f16e99a37518" "Arehart, Greg B.; Eldridge, C.Stewart; Chryssoulis, Stephen L.; Kesler, Stephen E., 1993, Ion microprobe determination of sulfur isotope variations in iron sulfides from the Post/ Betze sediment-hosted disseminated gold deposit, Nevada, USA, Geochimica et Cosmochimica Acta, 57, 7, 1505--1519, 10.1016/0016-7037(93)90010-T"
"55d0e240cf58f1b3b25e34ba" "Bradley, Kyle; Weiss, Benjamin P.; Buick, Roger, 2015, Records of geomagnetism, climate, and tectonics across a Paleoarchean erosion surface, Earth and Planetary Science Letters, , , 1--13, 10.1016/j.epsl.2015.03.008"
"5592276ce138236ee2217eac" "Sutley, S.J.; Goldfarb, R.J.; O'Leary, R.M.; Tripp, R.B., 1990, A comparison of geochemical exploration techniques and sample media within accretionary continental margins: an example from the Pacific Border Ranges, Southern Alaska, U.S.A., Journal of Geochemical Exploration, 37, 2, 255--275, 10.1016/0375-6742(90)90029-A"
"5794f9f3cf58f11c45833b56" "White, Timothy S.; Witzke, Brian J.; Ludvigson, Gregory A., 2000, Evidence for an Albian Hudson arm connection between the Cretaceous Western Interior Seaway of North America and the Labrador Sea, Geological Society of America Bulletin, 112, 9, 1342--1355, 10.1130/0016-7606(2000)112<1342:efaaha>2.0.co;2"
"56c203d9cf58f15c72c90a93" "Prosser, D.J.; Daws, J.A.; Fallick, A.E.; Williams, B.P.J., 1994, THE OCCURRENCE AND δ 34 S OF AUTHIGENIC PYRITE IN MIDDLE JURASSIC BRENT GROUP SEDIMENTS, Journal of Petroleum Geology, 17, 4, 407--428, 10.1111/j.1747-5457.1994.tb00148.x"
"5717a1accf58f173b1e1b346" "FLAIG, P. P.; FIORILLO, A. R.; McCARTHY, P. J., 2014, DINOSAUR-BEARING HYPERCONCENTRATED FLOWS OF CRETACEOUS ARCTIC ALASKA: RECURRING CATASTROPHIC EVENT BEDS ON A DISTAL PALEOPOLAR COASTAL PLAIN, PALAIOS, 29, 11, 594--611, 10.2110/palo.2013.133"
"54fb2df9e138239936c6d304" "Yoshiya, Kazumi; Sawaki, Yusuke; Hirata, Takafumi; Maruyama, Shigenori; Komiya, Tsuyoshi, 2015, In-situ iron isotope analysis of pyrites in ~ 3.7 Ga sedimentary protoliths from the Isua supracrustal belt, southern West Greenland, Chemical Geology, , , , 10.1016/j.chemgeo.2015.02.022"
"54b4324be138239d8684a770" "Pugh, Adam T.; Schröder-Adams, Claudia J.; Carter, Elizabeth S.; Herrle, Jens O.; Galloway, Jennifer; Haggart, James W.; Andrews, Julie L.; Hatsukano, K., 2014, Cenomanian to Santonian radiolarian biostratigraphy, carbon isotope stratigraphy and paleoenvironments of the Sverdrup Basin, Ellef Ringnes Island, Nunavut, Canada, Palaeogeography, Palaeoclimatology, Palaeoecology, , , 101--122, 10.1016/j.palaeo.2014.06.010"
"5c29b7d31faed655488ae8eb" "Knapp, Levi J.; Sekine, Kotaro; Akai, Takashi; Uchida, Shinnosuke; Wood, James M.; Ardakani, Omid Haeri; Sanei, Hamed, 2018, Integrating mud gas and cuttings analyses to understand local CGR variation in the Montney tight gas reservoir, International Journal of Coal Geology, 197, , 42--52, 10.1016/j.coal.2018.08.005"
"598bc577cf58f12aa26601d6" "Shteyngol'ts, V. L.; Batalin, Yu. V.; Stankevich, E. F.; Chaykin, V. G., 1992, THE ASSOCIATION OF SODA DEPOSITS WITH ORGANIC-RICH SEDIMENTS, International Geology Review, 34, 5, 530--538, 10.1080/00206819209465620"
"574ec4e5cf58f1aebddc3623" "Sangster, D. F., 1979, Carbonate-hosted lead–zinc occurrences in northeastern British Columbia with emphasis on the Robb Lake deposit: Discussion, Canadian Journal of Earth Sciences, 16, 10, 2063--2066, 10.1139/e79-194"
"57324726cf58f1a77491d56f" "John Bloch (2); H. Roy Krouse, 1992, Sulfide Diagenesis and Sedimentation in the Albian Harmon Member, Western Canada, SEPM Journal of Sedimentary Research, Vol. 62, , , 10.1306/d42678cf-2b26-11d7-8648000102c1865d"
"5592e628e138236ee22181d4" ", 1980, Case histories Introduction, Journal of Geochemical Exploration, , , 163--354, 10.1016/0375-6742(79)90072-4"
"579a3d9bcf58f1b46049ae7e" "ZAPATA, E.; PADRON, V.; MADRID, I.; KERTZNUS, V.; TRUSKOWSKI, I.; LORENTE, M. A., 2003, Biostratigraphic, Sedimentologic, and Chemostratigraphic Study of the La Luna Formation (Late Turonian-Campanian) in the San Miguel and Las Hernandez Sections, Western Venezuela, PALAIOS, 18, 4-5, 367--377, 10.1669/0883-1351(2003)018<0367:bsacso>2.0.co;2"
"558311e5e1382390b43c9687" "Stasiuk, L.D.; Osadetz, K.G.; Goodarzi, F.; Gentzis, T., 1991, Organic microfacies and basinal tectonic control on source rock accumulation; a microscopic approach with examples from an intracratonic and extensional basin, International Journal of Coal Geology, 19, 1-4, 457--481, 10.1016/0166-5162(91)90030-M"
"54b4326ee138239d86850892" "Banks, Harlan P.; Bonamo, Patricia M.; Grierson, James D., 1972, Leclercqia complexa gen. et sp. nov., a new Lycopod from the late middle devonian of eastern New York, Review of Palaeobotany and Palynology, 14, 1-2, 19--40, 10.1016/0034-6667(72)90005-X"
"57875f22cf58f18bd27b6c9a" "Goodfellow, Wayne D.; Jonasson, Ian R., 1984, Ocean stagnation and ventilation defined by δ34S secular trends in pyrite and barite, Selwyn Basin, Yukon, Geol, 12, 10, 583, 10.1130/0091-7613(1984)12<583:osavdb>2.0.co;2"
"568176ebcf58f1ba274d4521" "KONHAUSER, K. O.; NEWMAN, D. K.; KAPPLER, A., 2005, The potential significance of microbial Fe(III) reduction during deposition of Precambrian banded iron formations, Geobiology, 3, 3, 167--177, 10.1111/j.1472-4669.2005.00055.x"
"54b43282e138239d86853ec7" "Chowdhury, Ali H.; Noble, James P.A., 1996, Organic carbon and pyrite sulphur relationships as evidences of bottom water conditions of sedimentation, Albert Formation fine-grained lacustrine sediments, New Brunswick, Canada, Marine and Petroleum Geology, 13, 1, 79--90, 10.1016/0264-8172(95)00035-6"
"557c690de138239225f86820" "U.S. Geological Survey, 1969, Geological Survey research 1969, Chapter D, Professional Paper, , , , 10.3133/pp650D"
"5c3774711faed655488c3ce1" "Shipboard Scientific Party, NA, Site 1168, Proceedings of the Ocean Drilling Program, 189, , , 10.2973/odp.proc.ir.189.103.2001"
"5a2e655ecf58f1635d799dcf" "Martínez-Yáñez, Mario; Núñez-Useche, Fernando; López Martínez, Rafael; Gardner, Rand D., 2017, Paleoenvironmental conditions across the Jurassic–Cretaceous boundary in central-eastern Mexico, Journal of South American Earth Sciences, 77, , 261--275, 10.1016/j.jsames.2017.05.007"
"57e99df4cf58f1a53c4d205c" "OLSZEWSKI, THOMAS D.; WEST, RONALD R., 1997, Influence of transportation and time-averaging in fossil assemblages from the Pennsylvanian of Oklahoma, Lethaia, 30, 4, 315--329, 10.1111/j.1502-3931.1997.tb00475.x"
"57e99df4cf58f1a53c4d205d" "DOGUZHAEVA, LARISA; MAPES, ROYAL H.; MUTVEI, HARRY, 1997, Beaks and radulae of Early Carboniferous goniatites, Lethaia, 30, 4, 305--313, 10.1111/j.1502-3931.1997.tb00473.x"
"54e29091e138237cc914f538" "Israelson, Carsten; Halliday, Alex N.; Buchardt, Bjørn, 1996, UPb dating of calcite concretions from Cambrian black shales and the Phanerozoic time scale, Earth and Planetary Science Letters, 141, 1-4, 153--159, 10.1016/0012-821X(96)00071-4"
