legend_id,source_id,name,strat_name,age,dec,comments,lith_class 
34596,22,Carbondale Formation,Carbondale Formation,Middle Pennsylvanian,"Sandstone, shale, coal, and underclay: Sandstone, light- to medium brown, weathers rusty dark brown; fine grained; thin to thick bedded; locally crossbedded.  Shale, medium-gray, sandy.  The No. 11 coal bed is continuous; contains 3- to 4-inch-thick shale parting about 18 inches above base that is referred to as the ""blue band"" by miners and drillers.  Underclay, light-gray, silty. No. 10 coal bed at base is lenticular and thin; known only from coal test holes.  Except for the exposures of the No. 11 coal bed in highwalls of strip mines, unit is generally poorly exposed. \nSandstone, shale, coal, and underclay: Sandstone, light-gray to light brownish-gray, weathers brownish gray to medium brown; fine to medium grained, thin to thick bedded, locally crossbedded; generally well cemented but locally friable; forms steep slopes.  Nearly vertical thin sandstone dikes commonly extend down into shale from overlying sandstone.  Shale, medium- to dark-gray, sandy, silty; limonite nodules common.  Shale above No. 9 coal bed is black, carbonaceous, and platy; commonly contains abundant crinoid fragments, brachiopods, bryozoans, horn corals, and leaf impressions.  Underclay, medium-gray; contains plant fragments and pyrite nodules.  Mostly exposed in highwalls of strip mines. \nShale, siltstone, sandstone, limestone, coal, and underclay: Shale medium-gray, sandy; grades laterally into siltstone, medium- to dark gray, sandy, micaceous, and locally carbonaceous. Sandstone, light to medium-gray, weathers medium brown; generally fine grained.  Limestone, finely crystalline, dense; beds thin and discontinuous; known from drill-hole data.  Coal at base thin and discontinuous; known only from drill-hole data; may be No. 8 coal bed.  Underclay, light- to medium gray, sandy.  Unit poorly exposed. \nShale, siltstone, sandstone, coal, and underclay: Shale, medium- to dark-gray, sandy and silty; grades laterally into siltstone, medium- to dark-gray, micaceous, and locally carbonaceous.  Shale above coal is black, carbonaceous, and platy.  Sandstone, light- to medium-gray, weathers medium brown; fine to medium grained; mostly thick bedded, locally crossbedded, locally friable; forms moderately steep slopes.  Coal generally thin, may be the No. 7 coal bed of Glenn (1922, p. 55 and 75).  Underclay, light- to medium-gray, silty.  Unit poorly exposed. \nShale, sandstone, coal, and underclay: Shale, light- to medium-gray, sandy and silty.  Shale, medium gray, silty, interbedded with light gray, fine-grained, thin-bedded sandstone; interbedded shale and sandstone grade laterally into sandstone, light- to medium gray, fine to medium grained, locally friable, mostly thick-bedded, partly crossbedded.  Carbonaceous and platy black shale commonly overlies No. 6 coal bed.  No. 6 coal bed is thin and locally missing.  Thin and lenticular coal bed locally about 10 feet above the No. 6 coal bed.  Unit poorly exposed.",Pc; Drakesboro Quadrangle (GQ-934) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=914 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=324CBDL&gq_num=934&map_level=24K,{sedimentary}
34590,22,Carbondale Formation,Carbondale Formation,Middle Pennsylvanian,"Herrin coal bed Coal, underclay, and shale: Coal contains a bluish-gray claystone parting 1 to 2 inches thick about 1 foot above base that is referred to as the blue band by miners and drillers.  Underclay, medium to light gray, locally carbonaceous; contains few pyrite nodules.  Shale, black to dark gray, carbonaceous.  Coal and shale reported to be locally absent in drill holes. \nShale, siltstone, sandstone, and limestone: Shale, dark to light gray, in part silty; some beds calcareous.  Siltstone, light to medium gray, micaceous, thin-bedded, argillaceous in part.  Sandstone, light gray to brownish-gray, fine- to medium grained, micaceous, medium- to thick-bedded, some crossbedded.  Limestone, gray, argillaceous, thin-bedded. \nShale, coal, and underclay: Shale, gray to black, carbonaceous; contains pyrite and siderite concretions.  Underclay, light gray; scattered plant fragments. \nSiltstone, shale, sandstone, and coal: Siltstone, light to medium gray, micaceous, argillaceous in part, thin-bedded.  Shale, light gray to black; lighter shades micaceous, partly silty, commonly contains interbedded siltstone; near base of unit black carbonaceous shale contains vertical sandstone dikes as much as 2 inches thick.  Sandstone, light gray to light brown; weathers brownish-gray; fine to medium grained, micaceous, thin to thick bedded, locally crossbedded.  Coal, shaly.  Two coal beds have been described from nearby areas in this interval by Kehn (1966); one (No. 8) at base and the other (No. 8b) near middle of unit. \nSandstone, light gray, weathers brownish-gray; medium to fine grained, locally coarse grained, in part micaceous, medium to thick bedded, some crossbedded: massive and forms prominent ridge.  Unit is the Sebree Sandstone Member of Glenn (1912b, p. 27). \nShale, coal, and underclay: Shale, dark gray to black, carbonaceous.  Coal, shaly, probably discontinuous.  The coal is the Three Foot or No. 6 coal bed of Owen (1856, p. 47 and 1857, p. 22), the Dekoven or No. 7 of Lee (1916, p. 30) and the No. 7 of Glenn (1922, p. 55 and p. 75).  Smith (1967) correlates this coal with one next above the No. 7 coal bed in the Dekoven, Kentucky area.  Underclay, light gray, thin. \nSiltstone, sandstone, and shale: Siltstone, light to medium gray, micaceous, thin-bedded; at places contains thin laminae of gray shale.  Sandstone, light gray to light brown, fine- to medium-grained, in part micaceous, thin- to thick-bedded, locally crossbedded.  Lithologies commonly change laterally or intertongue. \nShale and coal: Shale, dark gray to black; contains pyrite and siderite nodules.  The No. 6 coal has been referred to as the Four Foot or No. 5 coal bed by Owen (1856, p. 47 and 1857, p. 22), the Davis or No. 6 coal bed by Lee (1916, p. 30 and p. 58), and the No. 6 coal bed by Glenn (1922, p. 55).",Pc; Blackford Quadrangle (GQ-873) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=886 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=324CBDL&gq_num=873&map_level=24K,{sedimentary}
34585,22,Carbondale Formation,Carbondale Formation,Middle Pennsylvanian,"Coal, claystone, and underclay: Coal bed contains a thin medium-gray claystone parting approximately one foot above base referred to as the ""blue band"" by miners and drillers. \nSandstone and shale: Yellowish-brown to grayish-brown, fine- to medium-grained micaceous sandstone; massive to flaggy bedded, locally crossbedded; interbedded with light-gray shale, siltstone, thin coal beds, and coaly stringers. \nShale, medium-gray to black; massive when fresh, fissile when weathered; abundant pyrite and siderite concretions as much as one foot in diameter, abundantly fossiliferous (plant and marine), probably correlative with the ""Pennywinkle Rock"" of McFarlan (1943, P. 277).  A thin limestone reported near the base in some drill-hole records. \nW. Ky. No. 9 coal: Coal and underclay. \nShale, siltstone, and sandstone: Similar in lithology to units described above. \nLimestone, medium-gray, finely crystalline to dense, massive; few crinoid stems. \nShale, siltstone, and sandstone: With thin interbeds of coal, underclay, and limestone.  Interval poorly exposed or covered by alluvium; drill-hole records indicate lithologies similar to those described above.",Pc; Madisonville East Quadrangle (GQ-252) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=582 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=324CBDL&gq_num=252&map_level=24K,{sedimentary}
34592,22,Carbondale Formation,Carbondale Formation,Middle Pennsylvanian,"Sandstone, shale, coal, and underclay; Sandstone, bright orange-brown; medium to dark gray where weathered; fine to medium grained; grains generally subrounded; silty, micaceous, partly shaly, weak to moderately firm, partly friable, thick bedded and commonly crossbedded.  Basal part of sandstone deposited on channeled erosion surface.  Shale, light brown, sandy, micaceous, limonitic.  No. 11 coal bed, thick, regionally persistent; contains a thin medium gray claystone parting about 2 feet above base referred to as the ""blue band"" by miners and drillers.  No. 10 coal bed, commonly thin, missing locally; known only from drill-hole data.  Underclay, medium- to dark gray, generally soft, partly silty; locally contains carbonaceous streaks. \nShale, coal, and underclay: Shale, light- to dark gray; light gray to light brown where weathered; silty, partly sandy, limonitic, and carbonaceous, moderately firm; locally contains zone of clay-ironstone, limonite, and pyrite concretions as much as 1 foot in diameter which is called the ""kidney bed"" by miners and drillers.  Shale immediately above No. 9 coal bed is black, carbonaceous, firm; massive where fresh, splits into large thick plates where weathered.  No. 9 coal bed regionally persistent. Underclay, light-gray, soft, partly silty. \nSiltstone, shale, sandstone, and limestone: Siltstone, medium-gray; dark gray to dark brown where weathered, compact, partly brittle, sandy and micaceous; grades laterally into shale, light- to dark gray and dark red, partly sandy, silty, micaceous, calcareous, and carbonaceous; locally contains abundant dark red clay-ironstone concretions.  Sandstone, medium-brown; dark brown where weathered; fine grained, micaceous, silty, thin bedded; interbedded with siltstone.  Limestone, light brown to light gray; medium brown where weathered; dense, silty, argillaceous, sparsely fossiliferous; generally medium bedded; rarely crops out.",Pc; Central City West Quadrangle (GQ-831) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=866 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=324CBDL&gq_num=831&map_level=24K,{sedimentary}
39422,22,"Upper part of Renfro Member, Slade Formation",Renfro Member,Upper Mississippian,"Dolomite, siltstone, limestone, shale, and sandstone, all more or less intergrading, in part silicified.  Dolomite and dolomitic to calcitic siltstone make up about 65 percent of unit; limestone, shale and sandstone make up about 35 percent of unit.  Most rock is yellowish gray; light gray is dominant where rocks are intensely silicified or less dolomitic; mostly irregularly silicified in lower part of unit; less silicified, more limy in top part of unit.  Mottling of gray and yellowish gray results from irregular silicification and wavy and contorted laminae around blebs and nodules of quartz.  Flecks and nodules of pyrite as much as 1 inch in diameter occur sporadically.  Fossils generally absent but beds at base of unit contain sparse to abundant crinoid columnals; the columnals are commonly weathered out resulting in a very porous rock.  Bedding obscure; not fissile; outcrop weathers by spalling of irregular platy fragments, 1 to 3 inches across.  Shale, clayey to silty, in part calcitic, greenish-gray; obscurely laminated; nonresistant; interstratified throughout as thin units a few inches to a few feet thick.  Limestone, light-gray, medium- and coarse-grained, composed chiefly of fragments of crinoid columnals and brachiopod shells, in part very fine sandy, slightly to very silty; in lenses 1 to 3 feet thick and a few tens of feet to several hundred feet long, made up of thin planar sets of low-angle crosslaminae; mostly in upper part of unit.  Sandstone, silty, calcitic, pale-olive to light-gray, commonly stained dark brown by limonite; fair sorted, very fine to medium grained; composed of angular clear and gray quartz and pale-yellow chert and reddish-, greenish- and dark-gray accessory minerals; mostly cemented by calcite; in uneven beds 1 to 4 inches thick in lensing sets a few feet thick; unfossiliferous, moderately resistant, forms minor ledges but weathers readily to grayish-orange sandy residuum; occurs mostly in upper two-thirds of unit.  Chert-filled and quartz-lined geodes, mostly 1 to 3 inches in diameter but as much as 3 feet in diameter, are common; occur in silty dolomite and in sandstone; conspicuous on weathered slopes.  Differs from underlying unit chiefly by presence of sandstone and limestone.  Base gradational and probably intertonguing; contact placed at lowest relatively continuous bed of doIomite, siltstone or limestone that contains abundant crinoid columnals, commonly silicified.",Mbru; Woodstock Quadrangle (GQ-776) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=848 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=333RNFOU&gq_num=776&map_level=24K,{sedimentary}
34584,22,Carbondale Formation,Carbondale Formation,Middle Pennsylvanian,"Coal, claystone, and underclay: Coal bed contains a parting of medium gray to blue-gray pyritic claystone about 2 to 6 inches thick approximately 11/2 feet above base that is referred to as ""blue band"" by miners and drillers.  Underclay and claystone, light- to medium gray, carbonaceous, contain pyrite nodules. \nSandstone, shale, and coal: Sandstone, yellow-brown to grayish brown, fine- to medium- grained, flaggy to massive, micaceous, locally crossbedded, locally fills channels in underlying strata; interbedded with light-gray shale, siltstone, and thin coal beds.  Shale, medium gray to black, contains abundant pyrite and siderite concretions as much as 6 inches in diameter, massive where fresh and fissile where weathered, locally fossiliferous (marine and plant).  Unit includes two thin lenticular coal beds. \nCoal and underclay: Underclay, light- to medium-gray, contains plant debris and pyrite nodules up to 2 inches in diameter.   \nShale and sandstone: poorly exposed, lithologies similar to those described above. \nLimestone, medium-gray, finely crystalline to dense, massive; contains few crinoid stems. \nShale, siltstone, sandstone, limestone, coal, and underclay: Coal beds approximately 60 and 180 feet below the No. 9 coal bed are the Nos. 8b and 7 coal beds.  Interval poorly exposed or covered; drill-hole records indicate lithologies similar to those described above.",Pc; Madisonville West Quadrangle (GQ-346) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=648 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=324CBDL&gq_num=346&map_level=24K,{sedimentary}
86317,227,Cathedral Formation,Cathedral Formation,Middle Cambrian,"dolostone and limestone: buff, white, and grey, bedded, peritidal features, local disseminated pyrite or veins; intense red-brown-weathering common in lower part; local, very coarse hydrothermal dolomitization.",,{sedimentary}
34620,22,Carbondale Formation,Carbondale Formation,Middle Pennsylvanian,"interval above the No. 9 coal bed Shale, siltstone, sandstone, and coal: Shale, light- to dark-gray, black, and yellowish-brown, clayey, locally carbonaceous; in places contains sideritic nodules; interbedded with light-gray and yellowish- brown siltstone.  Sandstone, light-gray and yellowish-brown, fine- to medium-grained, locally massive, friable, in places micaceous.  Coal bed about 30 feet above No. 9 coal bed is 31/2 to 4 feet thick; known only from drill holes; probably equivalent to No. 10 coal bed.  No. 9 coal bed is about 4 feet thick; contains marcasitic lenses and pyrite bands as much as 1/8 inch thick. \ninterval below the No. 9 coal bed and above the No. 6 coal bed: Shale, siltstone, sandstone, coal, limestone, and underclay: Shale, light- to dark-gray, yellowish-brown, and black, clayey to sandy, locally carbonaceous; interbedded with light-gray and brown siltstone.  Sandstone, light- to medium-gray, fine- to medium-grained.  Several thin and discontinuous coal beds.  According to Smith (1967, pl. 8) the basal coal bed is the No. 6 coal that marks base of Carbondale Formation; however, on the basis of palynological data, Kosanke (1965) correlated the bed with No.7 coal bed of Glenn (1922).  Limestone, light-gray; grades into sandy limestone and shale.  Underclay, olive-green, very plastic, as much as 21/2 feet thick; underlies No. 9 coal bed.",Pc; Panther Quadrangle (GQ-866) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=882 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=324CBDL&gq_num=866&map_level=24K,{sedimentary}
34589,22,Carbondale Formation,Carbondale Formation,Middle Pennsylvanian,"Coal, shale, and clay.  No. 11 coal contains in lower third a characteristic layer of clay or shale called ""blue band.""  Shale, light- to dark gray, also black and carbonaceous; partly limy.  Clay, gray. \nSandstone, shale, siltstone, coal, limestone, and clay: Sandstone generally reported in drill-hole logs as gray with some white; weathers light yellowish brown; fine to medium grained; quartzose and ferruginous; reported as ""soft"" to ""hard"" in drill-hole logs; on outcrop generally poorly to moderately well cemented but in some places well cemented and honeycombed by weathering, partly limy in upper part; generally thin bedded; crossbedded in places; contains white mica, rare black mica (near Carter Coordinates 18-J-27, 1800 FNL, 700 FWL).  Shale, limy in extreme lower and upper parts, gray, dark gray, greenish-gray, and black and carbonaceous; weathers reddish brown in some limy places; black shale immediately above No. 9 coal weathers to paper-thin sheets and in places contains clay-ironstone nodules and pyritized brachiopods, snails and pelecypods; lower few feet of gray shale above this black shale commonly contains layers of siderite or clay-ironstone nodules and rare small horn corals and siderite-filled burrows; grades upward through silty shale to siltstone. Siltstone, gray, weathers light yellowish-brown and reddish-brown; sandy , contains a few irregular beds of limy siltstone and limestone that weather rubbly.  Limestone, gray; reported in some drill-hole logs between No. 9 coal and overlying black shale, between Nos. 9 and 10 coals, and a few feet below No. 11 coal; uppermost limestone irregularly bedded; weathers yellowish-brown, rubbly; some drill-hole logs record limy zone, probably equivalent to uppermost limestone, in sandstone, shale, and clay.  Clay, light to dark gray and black; limy in places, sandy, and limonitic; in places contains selenite crystals.  No. 9 coal and black shale immediately above it form a marker zone that is the most distinctive, easily recognized, and regionally widespread on lithologic. and electric logs of any in the Pennsylvanian sequence. \nShale, sandstone, siltstone, clay, coal, and limestone: Shale, gray, blue-gray, dark gray, and black and carbonaceous; contains ironstone concretions; locally sandy, interbedded with thin sandstone and siltstone beds; shale and sandstone locally partly limy.  Clay, light gray.  Data and descriptions mostly from lithologic and electric logs.  No. 8b coal bed forms persistent and distinctive marker on electric logs. \nShale, sandstone, coal, limestone, and clay: Shale, gray to dark gray and black and carbonaceous; partly sandy and ""gummy.""  No. 7 coal reported to be partly bony and to include a shale bed at places.  Gray-weathered limestone float noted in one place.  Clay, light gray.  Descriptions and data mostly from lithologic and electric logs.  No. 7 coal occurs about 140 to 175 feet below base of No. 9 coal, forms persistent and distinctive marker on electric logs; coal bed in this report is correlated with No. 7 of Glenn (1922, P. 55, 75) which Smith (1967, p. 8) correlates to the next coal above the No. 7 at type area at DeKoven, Union County, Ky. \nSandstone, shale, clay and coal: Sandstone, gray and white; partly limy or shaly.  Shale, gray or black and carbonaceous;  partly sandy.  Clay, light gray to gray.  Descriptions and data from lithologic and electric logs.  No. 6 coal bed, not exposed in this quadrangle, is a regionally persistent marker on lithologic and electric logs.  It ranges from about 40 to 110 (median 70) feet below No. 7 coal.",Pc; Millport Quadrangle (GQ-1050) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=257 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=324CBDL&gq_num=1050&map_level=24K,{sedimentary}
79081,133,Felsic Volcanic and Volcaniclastic Rocks,,Neoproterozoic,"Dark-gray to black, biotite- and pyrite-rich volcaniclastic rock interbedded with medium-gray, fine-grained rocks with numerous quartzfilled vesicles; upper part of the unit consists of medium dark-gray, fine-grained felsic rock with numerous clasts of fine-grained, white-weathering, vesiculated felsite interlayered with fine-grained, clast-free felsic rock. Dikes of clast-free felsic rock cut nearby Middle Proterozoic granitic gneiss (Ybp); conformably overlain by feldspathic metasandstones of the Fauquier Formation.","Blue Ridge Basement Complex, Late Proterozoic Igneous Original map source: Virginia Division of Mineral Resources, 2003, Digital Representation of the 1993 Geologic Map of Virginia, Publication 174, CD ROM (ISO-9660) contains image file, expanded explanation in pdf, and ESRI shapefiles, scale 1:500,000.",{igneous}
28290,21,"Kelp Bay Group, undivided",Kelp Bay Group,Cretaceous to Triassic,"Dull green graywacke, volcanic wacke, argillite turbidites, and subordinate polymictic conglomerate. Unit also includes gray and green, thin- to medium-bedded volcaniclastic turbidites and interbedded tuff.  Graywacke is altered and recrystallized, contains relict grains of quartz, plagioclase, volcanic lithic fragments, felsite, and chert, and quartz-calcite-prehnite veins. On Chichagof Island, graywacke has an average composition of 20.7 per cent quartz, 14.5 per cent plagioclase, 2.1 per cent K-feldspar, 9.25 per cent sedimentary rock fragments, and 39.7 per cent volcanic rock fragments (n=6, in Decker, 1980a).  Volcanic wacke contains more volcanic lithic fragments than the graywacke, and up to 25 per cent matrix.  On northern Baranof Island, sandstone contains 5 to 15 per cent quartz, 10 to 25 per cent plagioclase, no K-feldspar identified by Na-cobaltinitrate staining (possibly due to recrystallization or alteration), 5 to 15 per cent sedimentary rock fragments, and 40 to 60 per cent volcanic rock fragments (S. Karl, unpublished data, n= 7). Conglomerate is matrix-supported in some places, and clast-supported in other  places.  Conglomerate clasts are dominantly sedimentary and volcanic, with subordinate diorite, chert, and limestone. Graywacke retains turbidite structures, including graded bedding, thinning upward cycles in sections with equal amounts of sandstone and mudstone, and mud-dominated sections with cm-scale layers of siltstone.  These bedding features suggest deposition in deep water.  Intercalated layers of calcareous mudstone contain lenses of altered tuff up to 4 m in thickness.  Although bedding structures are preserved, thin sections show a pervasive deformation fabric, ranging from an anastomosing cataclastic shear fabric to a planar flattening fabric.  Pebbles in Saouk Bay conglomerate are stretched to 5:1.  Secondary minerals include calcite, epidote, chlorite, sericite, pyrite, prehnite, and very rare biotite.  Plagioclase in most thin sections is altered to calcite.   This unit is more volcaniclastic, and pervasively more recrystallized and deformed than the Sitka Graywacke.  There are no fossils from the sandstone unit of the Kelp Bay Group on Baranof Island. This unit is depositionally associated with the Khaz Complex, which contains Cretaceous and Jurassic fossils.  Olistostromal blocks of graywacke in the Khaz Complex on the Khaz Peninsula on Chichagof Island contain Tithonian and Berriasian Buchia (Decker and others, 1979; Decker, 1980a), and graywacke of KJks is inferred to represent sandstone that is contemporaneous with mlange development, perhaps as slope basins on the accretionary complex, as described by Moore and others (1983). The unit is correlated with graywacke in the McHugh Complex, which contains interbedded chert that yielded Pliensbachian (Early Jurassic) radiolarians in Sadie Cove near Seldovia (Bradley and others, 1999), and which also contains detrital zircons as young as 84 Ma in Turnagain Arm (Amato and Pavlis, 2010; Karl and others, 2011).  Some of the graywacke in the Kelp Bay Group may also range as young as the Upper Cretaceous Valdez Group (Winkler and others, 1981), the Upper Cretaceous  Shumagin and Kodiak Formations (Connelly, 1978), and part of the Leech River Complex on Vancouver Island (Fairchild and Cowan, 1982)",,{sedimentary}
86953,248,"Amer, Chantrey, Penrhyn, and Ketyet River Groups",Amer Group; Chantrey Group; Penrhyn Group; Ketyet River Group,Paleoproterozoic,"lithic arenite, iron-rich (pyritiferous) mudstone, siltstone, phyllite, quartz-muscovite-, quartz-biotite-, and quartz-graphite schists; biotite-muscovite schist with porphyroblasts of biotite, andalusite, and garnet; feldspathic quartzite, dolomitic limestone (locally marble), chert, tremolite-phlogopite schist, and wacke. Includes middle parts of the Amer and Chantrey groups.",,"{metamorphic,sedimentary}"
27863,21,"Hyd Group igneous rocks, undivided",Hyd Group,Upper Triassic,"Light gray to light green, locally rusty-weathering, banded rhyolite, rhyolite breccia, and tuff, with dominant subaerial and subordinate marine volcaniclastic rocks.  Relict flow-lamination, spherulitic, vitroclastic, fragmental, and porphyro-aphanitic textures are locally well-preserved.  Local disseminated pyrite or limonite; and local sericitic alteration.  Correlates wit Puppets Formation.",,{igneous}
37386,22,New Albany Shale,New Albany Shale,Middle Devonian | Lower Mississippian,"Shale, dark-gray, carbonaceous; contains a few scattered veinlets, blebs, laminae, and nodules of pyrite; upper 1 to 3 feet contains a few scattered phosphatic nodules.  Fresh exposures show conchoidal fracture and weathered outcrops are fissile and iron stained.  Basal contact locally unconformable, commonly well exposed where unit overlies Boyle Formation.",MDna; Parksville Quadrangle (GQ-1494) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=510 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=341NALB&gq_num=1494&map_level=24K,{sedimentary}
27293,21,Granite and granodiorite,,"Tertiary, Oligocene","REVILLAGIGEDO ISLAND AND CLEVELAND PENINSULA  A massive and undeformed quartz and feldspar porphyritic stock 1 km in diameter and a swarm of quartz porphyry dikes intrude amphibolite (MzPzmv) and hornblende biotite quartz diorite (Kq).  The granite and quartz monzonite porphyry consists of potassium feldspar euhedra as much as 1.5 cm long and partially resorbed quartz crystals as much as 3 mm in diameter in a fine grained groundmass of quartz, plagioclase, potassium feldspar, and minor biotite.  Pyrite is disseminated throughout the pluton, and molybdenite occurs locally as thin films coating fracture surfaces.  Some of the dikes contain disseminated pyrite and traces of molybdenite.",,{igneous}
34656,22,Caseyville Formation,Caseyville Formation,Lower Pennsylvanian,"Sandstone, conglomerate, shale, and coal: Sandstone and conglomerate, white where fresh, iron-stained yellowish orange to moderate red and moderate reddish brown, very thin to very thick bedded, in part crossbedded. Sandstone weathers dark gray to medium gray where locally asphaltic. Conglomerate consists of beds, stringers, and lenses of well-rounded granules and pebbles of clear to milky quartz, commonly frosted and iron-stained, in a matrix of fine to very coarse quartz sand; pebbles are as much as 11/2 to 2 inches across, predominantly 1/4 to 1/2 inch in major diameter; grades into sandstone. Shale, medium light-gray, weathers yellowish orange, light gray, and reddish gray, commonly sandy; plates of selenite and small nodules of pyrite in exposure at Nolin Darn. Coal, thin and of only local occurrence about 20 to 30 feet below Main Nolin coal bed. \nEconomic (coal): Coal outcrops, prospects, and abandoned mines shown on the map indicate the wide areal distribution of coal beds in the Tradewater and Caseyville Formations.  There are at least five coal beds for which accurate correlations throughout the quadrangle could not be determined.  Very likely most of these coals are thin and of only local occurrence.  Inconclusive field evidence suggests that some of the coal beds occur in small channels.  Only the Main Nolin coal bed has been mined and it is the most important coal.  It varies from 12 inches to 36 inches in thickness where exposed. Reported thicknesses of 48 inches at abandoned mines could not be verified.  According to Mullins and others (1963, p. 15), estimated reserves of the Main Nolin coal in the quadrangle total 18,269 short tons.  No coal mines were in operation during the geologic mapping. \nEconomic (minerals): The ""iron ores"" of the quadrangle are not economically important but are of interest historically. They occur in the Leitchfield, Tradewater, and Caseyville Formations.  Limonite, siderite, and ferruginous sandstones were used to make cold blast iron in the Nolin charcoal furnace (known locally as the Baker Furnace) near the mouth of Davis Creek.  According to local residents, most of the ""ore"" was obtained from deposits in the Bee Spring quadrangle.  The furnace, built about 1846, was not operated after 1850 (written communication, C. E. Whittle, 1962).  The furnace is below seasonal pool level of Nolin Reservoir, and is partly exposed during periods of drawdown. \nTRADEWATER AND CASEYVILLE FORMATIONS USGS Unit Info: not available   Sandstone, conglomerate, shale, and coal: Sandstone and conglomerate, white where fresh, iron-stained yellowish orange to moderate red and moderate reddish brown, very thin to very thick bedded, in part crossbedded. Sandstone weathers dark gray to medium gray where locally asphaltic. Conglomerate consists of beds, stringers, and lenses of well-rounded granules and pebbles of clear to milky quartz, commonly frosted and iron-stained, in a matrix of fine to very coarse quartz sand; pebbles are as much as 1 1/2 to 2 inches across, predominantly  1/4 to 1/2 inch in major diameter; grades into sandstone. Shale, medium light-gray, weathers yellowish orange, light gray, and reddish gray, commonly sandy; plates of selenite and small nodules of pyrite in exposure at Nolin Darn. Coal, thin and of only local occurrence about 20 to 30 feet below Main Nolin coal bed. \nEconomic (coal): Coal outcrops, prospects, and abandoned mines shown on the map indicate the wide areal distribution of coal beds in the Tradewater and Caseyville Formations.  There are at least five coal beds for which accurate correlations throughout the quadrangle could not be determined.  Very likely most of these coals are thin and of only local occurrence.  Inconclusive field evidence suggests that some of the coal beds occur in small channels.  Only the Main Nolin coal bed has been mined and it is the most important coal.  It varies from 12 inches to 36 inches in thickness where exposed. Reported thicknesses of 48 inches at abandoned mines could not be verified.  According to Mullins and others (1963, p. 15), estimated reserves of the Main Nolin coal in the quadrangle total 18,269 short tons.  No coal mines were in operation during the geologic mapping. \nEconomic (minerals): The ""iron ores"" of the quadrangle are not economically important but are of interest historically. They occur in the Leitchfield, Tradewater, and Caseyville Formations.  Limonite, siderite, and ferruginous sandstones were used to make cold blast iron in the Nolin charcoal furnace (known locally as the Baker Furnace) near the mouth of Davis Creek.  According to local residents, most of the ""ore"" was obtained from deposits in the Bee Spring quadrangle.  The furnace, built about 1846, was not operated after 1850 (written communication, C. E. Whittle, 1962).  The furnace is below seasonal pool level of Nolin Reservoir, and is partly exposed during periods of drawdown.",Pca; Nolin Reservoir Quadrangle (GQ-895) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=896 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=327CSVL&gq_num=895&map_level=24K,{sedimentary}
27508,21,Granodiorite and other plutonic rocks,,"Early Cretaceous, Aptian to Hauterivian","ALEXANDER BELT:  INTRUSIVE ROCKS OF THE CHILKAT-PRINCE OF WALES PLUTONIC PROVINCE:  Also granodiorite and diorite; foliated, locally gneissic; fine to coarse grained; very light gray to dark, grayish green; color index 3-68, averaging 25; accessory minerals include pyrite, epidote, sphene, and chlorite; locally abundant dark fine grained inclusions.",,{igneous}
34698,22,Chattanooga Shale,Chattanooga Shale,Devonian,"Shale, dark-gray, laminated, carbonaceous, pyritic; moderately fossiliferous, contains conodonts and small linguloid brachiopods.",Dc; Canton Quadrangle (GQ-279) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=599 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=341CHAT&gq_num=279&map_level=24K,{sedimentary}
