concept_id,name,age,usage_notes,descrip,province,url,ref_id 
29299,Halifax,Early Ordovician,formal; currently in use,"Age Justification: Graptolites, found between 2,400 m and 850 m below the top of the group, indicate an Early Ordovician age (Smitheringale, 1960; Crosby, 1962). The upper part of the underlying Goldenville Group is probably also Early Ordovician, so that most of the Halifax Group is probably Early Ordovician. The top of the Halifax may be younger since the overlying New Canaan Formation in the Kentville (NTS 21 H/1) area contains Silurian fossils. A brachiopod of Caradoc age was found in the Halifax Group at Cape St. Mary (NTS 21 B/1). 

Type Locality: Halifax, Halifax County, Nova Scotia (NTS 11 D/12). No type section was designated by Ami (1900d) or Woodman (1904a, 1904b). Bell (1929) regarded the thick section at Black River (NTS 21 H/1, 21 A/16) as the most complete section of the group in the province. Crosby (1962) reported that part of this section is now obscured, and suggested that the Halifax Group should extend below the base designated by Faribault (1909). The complete section has never been thoroughly described.

Distribution: Thickness varies from about 3600 m in the type area to about 500 m in southwest Nova Scotia (Taylor, 1967a). Faribault (1909) measured a continuous section of 3565 m at Black River, Kings County (NTS 21 H/1, A/16). The formation is exposed widely in southern mainland Nova Scotia as numerous outliers in the cores of northeast- or east-trending synclines. The underlying Ordovician or (?)older Goldenville Group is exposed in the intervening anticlines, except in a region of plunge depression centred in Lunenburg County, where a broad belt of the Halifax Group is present.

Locality Data: Thickness(m): Minimum 500, Maximum 3600.

Lithology: Greyish-green to black and, locally, red slate, siltstone, and minor sandstone, generally thinly bedded and strongly sheared. The slates locally contain abundant pyrite and arsenopyrite. The group is regionally metamorphosed to greenschist and, in places, amphibolite facies, and is locally schistose. Hornfels is developed close to granitic plutons. The Halifax Group is subdivided into five formations, from base to top: Mosher's Island Formation, a thin, metalliferous grey slate; the Cunard Formation, a very thick, pyritiferous, graphitic, fissile slate laced with thin, fine-grained silstones and sandstones; the Feltzen Formation, banded grey slate intercalated with black, graptolitic slate and thin siltstones; the Delanceys Formation, a grey, laminated silty slate with abundant fine-scaled lenses of quartz siltstone; and the Rockville Notch Formation, a dark grey to black pelitic laminite with siltstone microlenses.

Fossils: graptolites, brachiopods

Relationship: The Halifax Group conformably overlies the Goldenville Group, and together comprise the Meguma Supergroup (Schenk, 1995). The contact with the overlying Ordovician to Silurian White Rock Formation is locally unconformable, but regionally conformable (Harris and Schenk, 1975). The Halifax Group is intruded by Upper Paleozoic granitic plutons and unconformably overlain by the Lower Carboniferous Horton and Windsor groups and the Upper Triassic Wolfville Formation of the Fundy Group. The Halifax Group in the western half of the Meguma Zone has been subdivided into five conformable formations, several of which can be traced into the eastern half of the Zone. From base to top these are the Mosher's Island Formation, the Cunard Formation, the Feltzen Formation, the Delanceys Formation, and the Rockville Notch Formation (Schenk, 1995)",Nova Scotia,http://weblex.nrcan.gc.ca/html/017000/GSCC00053017404.html,21
29315,Northwest Arm,Early Ordovician,formal; currently in use,"Lithology: Black and green finely bedded, graphitic, pyritic shale. It is interbedded with limey siltstone, grey to brown sandstone, white to grey limestone, Iimestone breccia, dark grey and green chert, and siliceous argillite, The shale beds form a smeared and streaky matrix around boudins. The formation is considered to be a mélange.  Distribution: The thickness was estimated to be 152 m by Cooper (1937) and 65 m by Tuke (1968). The base and top of the formation are not exposed in the Hare Bay area and the internal structure is chaotic, making accurate thickness measurements impossible.  Type Locality: Northwest Arm, Hare Bay, northern Great Northern Peninsula, northeastern Newfoundland (NTS 12 P/8).  Relationship: The Northwest Ann Formation structurally overlies the Middle Ordovician Goose Tickle Formation and is overlain by the Proterozoic III to Lower Cambrian Maiden Point Formation. The formation has therefore been transported. The chaotic nature of the Northwest Arm Formation indicates emplacement in a semiconsolidated condition and transport by gravity sliding. Locally, it contains sandstone blocks that resemble the sandstone in the underlying Goose Tickle Formation (Williams and Smyth, 1983). The upper contact is abrupt and is exposed on the west side of Triangle Point in Pistolet Bay (NTS 2 M/12) and at several localities along the north shore of Northwest Arm in Hare Bay. In the Hare Bay area (NTS 2 M/4,5) the Northwest Arm is the correlative of lithologically contrasting sequences such as the Lower Ordovician St. George Group and Cape Onion formation. South of the Hare Bay areas, the Northwest Arm Formation is correlative with the transorted Green Point Formation at Green Point (NTS 12 G/1) and Port au Port Peninsula (NTS 12 B/10, 11) and the Middle Arm Point Formation of the Humber Arm Supergroup at Humber Arm (NTS 12 G/1).  History: Cooper (1937), who named the formation, believed that the rocks were autochthonous, above the Table Head Formation and below the Goose Tickle Formation, both of Middle Ordovician age. Tuke (1968) discovered the Early Ordovician graptolite Staurograptus dichotomus. The formation was extended to the Hare Bay and Pistolet Bay areas (Gillis, 1966; Tuke, 1968; Williams et al., 1973; Williams and Smyth, 1974).",Newfoundland and Labrador,http://weblex.nrcan.gc.ca/html/011000/GSCC00053011030.html,21
29321,Wabana,Early Ordovician,formal; currently in use,"Age Justification: The black graptolitic shales contain Didymograptus nitidus, which indicate an Arenig age. The oolitic ironstones are rich in trace fossils (e.g., Cruziana), inarticulate brachiopods (e.g., Lingulobulus), trilobites (Neseuretus sp.; Ogyginus) and microplanktonic fossils (e.g., Arbusculidium filamentosum). 

Originator: van Ingen, 1914; redefined by Rose, 1952, and Ranger et al. 1984. 
Type Locality: Northwest side of Bell Island, including former submarine mines, Conception Bay, Avalon Peninsula, eastern Newfoundland (NTS 1 N/10, 11).

Distribution: The group is about 106 m thick in surface outcrop, attaining at least 257 m when combined with drillhole data (Ranger et al., 1984). It is exposed on the northwestern side of Bell Island (NTS 1 N/10) where the beds dip 8 deg northwestward under Conception Bay (NTS 1 N/11). Submarine exploration suggests that the Lower Ordovician succession of the Wabana Group occupies a fault bounded, north-northeast trending block with the depocentre 3 km north of Bell Island. Its maximum extent within Conception Bay is shown in Miller (1983, Figure 6).

Lithology: Graptolitic black shale, brown sandstone, minor orthoquartzite, oolitic hematite, and pyrite with phosphatic pebble beds. The group includes, in ascending order, The Powers Steps, Scotia, Grebes Nest Point, Gull Island, and Gravel Head formations. The magnetic properties of the oolitic hematite are discussed in Ozdemir and Deutsch (1984).

Relationship: The base of the Wabana Group is sharp and disconformably overlies the Dominion Formation of the Bell Island Group. The top is not exposed as the group extends under Conception Bay, and its submarine extension beyond the bay is unknown. Regional correlations in the North Atlantic are discussed by Rast et al. (1976), O'Brien et al. (1983), and King and O'Brien (1989).

History: van Ingen (1914) introduced the term Wabana Series for the upper part of the Lower Ordovician section and divided some of it into formations, in ascending order, Pyrite bed, Scotia ore bed, upper ore bed, and Gravel Head. The term Scotia ore bed was used in the original (circa 1893) landclaim of the Nova Scotia Steel and Coal Company (Hayes, 1915, pp. 4-5). Rose (1952) replaced ""series"" by ""group"" . Nautiyal (1966) informally relegated the Wabana Group to forma-tional status. Ranger (1979) retained the name Wabana Group and subdivided it into several formations, which coincide in part with van Ingen's (1914) subdivisions. King (1982) and Pickerill and Fillion (1983) informally adapted much of Ranger's (1979) terminology. Ranger et al. (1984) formally proposed this revised stratigraphy.",Newfoundland & Labrador,http://weblex.nrcan.gc.ca/html/015000/GSCC00053015913.html,21
29336,Black Cove,Middle Ordovician,formal; currently in use,"Lithology: Black pyritiferous and nodular graptolitic shale and mudstone.  Distribution: It is 9 m thick at Port au Port and 13 m thick at Table Cove (NTS 12 I/6).  Type Locality: Black Cove, 2.5 km north of Port au Port, western Newfoundland (NTS 12 B/10).  Relationship: The Black Cove Formation conformably overlies the Table Cove Forma-tion. It is conformably overlain by a Middle Ordovician unnamed green flyschoid sandstone, with the boundary being placed at the base of the first green sandstone bed on the Northern Peninsula, or the Cape Cormorant Formation on Port au Port Peninsula. The Table Head Group includes, in ascending order, the Table Point, Table Cove, Black Cove, and Cape Cormorant formations.  History: The Table Head Group, as defined by Nelson (1955) and Woodard (1957), includes Rich-ardson's divisions L to N (Logan et al., 1863). Rocks of the Black Cove Formation were included in the upper Table Head Series by Schuchert and Dunbar (1934) and the upper Table Head Formation by Whittington and Kindle (1963). Klappa et al. (1980) subdivided the Table Head Group into four formations.",Newfoundland & Labrador,http://weblex.nrcan.gc.ca/html/001000/GSCC00053001426.html,21
29542,Peel,Late Silurian - Early Devonian,formal; currently in use,"Lithology: Dolomite pale buff, pale grey and grey buff. Generally micro- to finely crystalline, but some aphanitic. The basal 50 m (164 ft) in the type section are argillaceous, finely silty and include some very dark grey shale (interfingering Road River Fm shales). Pale grey and pale buff colouring and microsucrosic texture are characteristic features which distinguish it from the underlying brown less finely sucrosic dolomites of the Mount Kindle Fm and from the overlying aphanitic limestone and micropyritic shale of the Tatsieta Fm or, where the latter is absent to the east, from the overlying brown sucrosic dolomite of the Arnica Fm. There is some limestone in the upper part (100 m) of some of the thicker sections indicating that an upper dolomite-limestone member may have been more widely distributed than at present. This upper member may have been removed locally by erosion or alternatively could represent a localized facies change.  Distribution: It is 350 m (1,147 ft) thick in the type well and ranges from 0 m on the east and north to 388 m (1,270 ft). It is present throughout much of the Peel River map-area.  Type Locality: Pacific Peel Y.T. F-37 borehole (66°56'26'N, 134°51'54'W) between 3,334 and 2,985 m (10,940 - 9,793 ft).  Locality Data: Thickness(m): Minimum 0, Maximum 388.  Relationship: It is the upper formation of the Ronning Group and overlies, in part conformably, the Mount Kindle Fm and is unconformably overlain by the Tatsieta Formation on the west and Arnica on the east. It is the lateral equivalent of part of the Road River Formation. It is in part a time equivalent of map unit SD of Aitken et al. (1982).",Northwest Territories Yukon Territory,http://weblex.nrcan.gc.ca/html/011000/GSCC00053011631.html,21
29547,Tatsieta,Early Devonian,formal; currently in use,"Lithology: Limestone and micropyritic green shale, and locally calcareous dolomite. The limestone is buff, aphanitic with some white and chalky. Pale grey silty dolomite in the upper part occurs northeastward from the Peel River. In the Tree River area, the Tatsieta can be subdivided into three subunits as follows: a basal subunit of buff aphanitic limestone and some pale green and pale green-brown shale; a middle subunit of buff calcareous dolomite grading upward to microcrystal-line dolomitic limestone; an uppermost subunit of buff dolomitic limestone and pale green, micro-pyritic shale.  Distribution: It is 61 m (200 ft) in the type well and attains a maximum thickness of 165 m (541 ft) in the west. It occurs throughout much of the Peel River map-area.  Type Locality: In borehole R.O.C. Grandview Hills No. 1 (A37; 67 deg 06'21'N, 130 deg 52'30'W) across the Mackenzie River from Tatsieta Lake between 1,055 and 994 m (3,462 and 3,262 ft).  Locality Data: Thickness(m): Maximum 165, Typical 61.  Interval(m): From 1055, To 944.  Relationship: It unconformably overlies the Peel Fm. It is overlain with sharp contact by the Arnica Formation (formerly the Dolomite member of the Gossage Fm). In the Richardson Mountains it is transitional to part of the Road River Fm; to the southwest, it may be equivalent to Michelle Formation; to the east it may be equivalent to the basal part of Fort Norman Fm. Morrow pers. comm. 1980) considers that the Tatsieta Fm may be equivalent to the Camsell and Delorme Formations to the south but that nothing definite can be stated because the Delorme-Camsell relationship is not understood. The age is based on stratigraphic position.",Northwest Territories,http://weblex.nrcan.gc.ca/html/014000/GSCC00053014966.html,21
29651,Duvernay,Frasnian,formal; currently in use,"Lithology: Interbedded dark brown bituminous shales, dark brown, black and occasionally grey-green calcareous shales and dense argillaceous limestones. Sediments are characteristically petroliferous and exhibit plane parallel millimetre lamination. Rarely is composed of thin calcarenitic beds and coral rich lime mud accumulations. Disseminated pyrite common within some thin stringers.  Distribution: Distributed over most of central Alberta and absent in areas of Leduc reef growth, except beneath the Duhamel reef, where it may be represented by a thin development of calcilutite. At its type section in the East Shale Basin it is 53 m (174 ft) thick; it thickens to 75 m (246 ft) east and southeastward towards the Southern Alberta Shelf. Northeastward it reaches 120 m (394 ft) at its truncation in the subsurface at the pre-Cretaceous unconformity. In the West Shale Basin it averages 60 m (197 ft) thick and thickens northward, attaining over 250 m (820 ft) to the east of Lesser Slave Lake.  Type Locality: Type well Anglo Canadian Beaverhill Lake No. 2 in 11-11-50-17W4M, in Alberta, between 1,178 and 1,231 m (3,863 and 4,038 ft); continuous wireline core.  Relationship: Conformably overlies platform carbonates of the Cooking Lake Formation and is the basinal equivalent of surrounding Leduc reef growth peripheral to the East Shale Basin. Thickens, up a depositional slope towards Leduc buildups, passing into lithologies more typical of the lower Ireton Formation which conformably overlie it elsewhere. The top of the Duvernay may therefore be considered partially facies controlled. Northward thick developments previously assigned to this formation may include basinal equivalents of the Cooking Lake, Leduc and Ireton formations and are conformably overlain by the Grosmont Formation. Further westward in the West Shale Basin it overlies shales of a similar lithology which have been assigned to the Majeau Lake Member of the Cooking Lake Formation. It is the lateral equivalent of dark euxinic shales of the Perdrix Formation of the Rocky Mountains. South of the Peace River Arch it may be equated to a thin development overlying the Waterways Formation.  History: The name was first applied by well-site geologists to describe the brown bituminous shales found in wells drilled in the Duvernay area of east-central Alberta. Originally proposed in 1950 as a member of the Woodbend Formation. Recommended to the geologic names and correlations committee of the Alberta Society of Petroleum Geologists for elevation to formation status by Andrichuk and Wonfor (1954, p. 2505).",Alberta,http://weblex.nrcan.gc.ca/html/004000/GSCC00053004342.html,21
29671,Maligne,Frasnian,formal; currently in use,"Lithology: The Maligne Formation consists of thin-bedded, dark grey to black argillaceous lime mudstones which weather rubbly and recessive. In some sections the Maligne Formation contains thin shaly stringers every few decimetres in addition to the overall argillaceous character of the limestones. Brachiopods and crinoids are common in the Maligne, particularly toward the top of the formation. In proximity to carbonate buildups of the Fairholme Group the lithology and fossil content become more varied. Skeletal wackestones and even rare packstones containing crinoids, brachiopods, gastropods and cephalopods, together with buildup-derived calcareous algae, thamnoporid coral and stromatoporoid fragments are common. Peloid and intraclast wackestones also occur near the buildup margins. The upper Maligne Formation also exhibits some burrowed or bored horizons, and pyrite nodules are frequently seen on these bedding planes.  Distribution: The Maligne Formation is 15.8 m (52 ft) thick at the type section and generally varies between 12 and 30 m (39 and 98 ft) thick, with the maximum development adjacent to Fairholme carbonate buildup margins. The Maligne is recognized in basinal sections of Fairholme Group in the Rocky Mountains, from the Cecilia and Kakwa Lakes area of northeastern British Columbia to the Cline River area in the south, a distance of 300 km (186 mi). The Maligne Formation thins away from buildup margins and appears to be absent in some basin sections (e.g., Mountjoy, 1965; Belyea, 1978, fig. 2). Stratigraphic and facies relationships suggest that the Maligne Formation occurs as broad halos surrounding carbonate buildups (Coppold, 1976; Mountjoy and Mackenzie, 1973).  Type Locality: Cold Sulphur Spring, roadside exposure along Highway 16, 21 km (13 mi) north of Jasper townsite. (53 deg 03'N, 118 deg 05'W)  Locality Data: Thickness(m): Minimum 12, Maximum 30, Typical 15.8.  Relationship: The Maligne Formation overlies the Flume Formation with a sharp (possibly paraconformable) contact, and is conformably overlain by the Perdrix Formation. In the Jasper area the Maligne Formation grades laterally to the base of the upper member of the Cairn Formation of the carbonate buildups. Due to the recessive weathering of the Maligne this transition is often hidden in outcrop sections. Where seen the Maligne may interfinger with Cairn dolomite tongues or grade smoothly into dark Cairn dolomites. The Maligne Formation thins into the basin and may be absent in some basin sections located far from carbonate buildups. This lateral relationship apparently does not hold in the extreme northwest. Maurin and Raasch (1972), on the basis of paleontologic evidence favor the original assignment of Maligne-type facies as a 'lateral shaly equivalent of upper Flume carbonates' (p. 14) and reject formation status for the unit. However, the Flume Formation in northeastern British Columbia is probably older than more southerly exposures and it seems reasonable for Maligne-type sediments to be lateral equivalents of either uppermost Flume or basal Cairn carbonates, depending upon their position in the basin. The subsurface equivalent of the Maligne Formation in the plains to the east is the Duvernay Formation.  History: Formerly the upper member of the Flume Formation of Raymond (1930), it was raised to formation status and named the Maligne by Taylor (1957) because its lithology differs distinctly from that of the underlying beds. Taylor designated Cold Sulphur Spring as the type section and used the earlier description of this section by Fox (1954) to define the formation.",Alberta British Columbia,http://weblex.nrcan.gc.ca/html/009000/GSCC00053009056.html,21
29674,Muskwa,Frasnian,formal; currently in use,"Lithology: Black bituminous shale with abundant pyrite.  Distribution: It is 37 m (120 ft) thick in the type well, which is typical. Present in northern Alberta, northeastern British Columbia and southern Northwest Territories.  Type Locality: Western National Gas et al. Fort Nelson a-95-J, 94-J-10, near Fort Nelson, British Columbia, between 1,986 and 2,022 m (6,510 and 6,630 ft).  Locality Data: WELL 200A095J094J1000; GULF STATES   FORT NELSON NO. 2 A-095-J/094-J-10.  Thickness(m): Typical 37.  Interval(m): From 1986, To 2022.  Relationship: In the type well the Muskwa is a member of the Horn River Formation, underlain by the Otter Park Member and overlain by the Fort Simpson Formation. South and east of the Slave Point carbonate front the Muskwa overlies the Slave Point Formation; still further south and east the Muskwa overlies the Waterways Formation (previously Beaverhill Lake Formation). Griffin (1965) proposed formation status; in the opinion of Griffin (1965), Bassett and Stout (1967) and others the base of the Muskwa is a widespread erosional unconformity. Williams (1977c), however, considered the Muskwa to be a condensed section equivalent to the Waterways Formation as well as younger strata.",Alberta British Columbia Northwest Territories,http://weblex.nrcan.gc.ca/html/010000/GSCC00053010444.html,21
29714,Wabamun,Famennian,formal; currently in use,"Lithology: The group consists of dolomitic limestones and calcareous dolomites, with the limestones predominating in the upper part of the formation and dolomites in the middle and lower parts. Appreciable interbedded anhydrite occurs, which forms a prominent zone near the base of the formation in some areas (Leduc field). In the Stettler area and southeastward halite maybe interbedded with these anhydrites. In a trend from Olds south to Okotoks interbedded anhydrite and dolomite occur in both the upper and lower portion of the group, with the variably porous Crossfield Member dolomites occurring in between. In northwestern Alberta the Wabamun is wholly limestone. Brecciation, secondary anhydrite and calcite veining are common. At the upper contact with the Exshaw the limestone may be highly pyritic.  Distribution: The thickness varies from zero to 240 m (787 ft). From the wedge-edge in east-central Alberta, where it is truncated at the post-Paleozoic erosional surface the Wabamun increases in thickness westward towards the foothills. It is present throughout the Alberta Plains subsurface. The term has been used interchangeably with the Palliser Formation in foothills fields as far south as Waterton.  Type Locality: The type section is in Anglo Canadian Wabamun Lake No. 1 well, in 5-10-51-4W5M, Alberta, between 1,748.0 and 1,919.3 m (5,735 and 6,297 ft).  Locality Data: WELL 100051005104W500; WABAMUN NO.1.  Thickness(m): Minimum 0, Maximum 240.  Interval(m): From 1748, To 1919.3.  Relationship: In the Stettler area of Alberta the Wabamun was divided by Wonfor and Andrichuk (1956) into the Big Valley and Stettler formations. The Wabamun Group rests on dolomitic and anhydritic siltstones of the Graminia Formation of the Winterburn Group. In the western and southern parts of the area, where erosion has not removed the Mississippian beds the Wabamun is disconformably overlain by bituminous shales of the Exshaw Format on, elsewhere it is overlain by sandstones and shales of the Lower Cretaceous Blairmore or Mannville Group. The Wabamun is correlative with the middle part of the Three Forks Formation of Montana, with the Palliser Formation of the Rocky Mountains, and with the Kotcho and Tetcho formations of the northeastern British Columbia, which lose their identity westward into shales of the Besa River Formation.  History: The Wabamun was originally described as the 'D-1 zone' (and included the upper part of the 'anhydrite zone' in the Leduc field from the Imperial Leduc No. 3 well, in 10-26-50-26W4M (Layer et al., 1949). Later the unit was named the Wabamun Formation (Imperial Oil Staff, 1950) and raised to group status (Wonfor and Andrichuk, 1956).",Alberta,http://weblex.nrcan.gc.ca/html/015000/GSCC00053015910.html,21
29849,Kindle,Asselian - early Artinskian,formal; currently in use,"Lithology: The thin to medium bedded Kindle is dominated by rhythmically interbedded, calcareous silt shale and medium to dark grey calcareous to dolomitic, sandy siltstone and silty limestone. Containing locally abundant brachiopods and pelmatozoan ossicles. Conglomerate is commonly present at the base of the anomalously radioactive basal facies. Coarsening-upward sequences of shale, siltstone and cross-bedded sandstone are widely present in the northeast. The deposits are slightly glauconitic and commonly contain phosphate nodules and pellets. Shale becomes less abundant upward and northeastward as the proportion of sandstone and siltstone increases. Beds in the lower and western Kindle are commonly sharp based and show planar laminae and small to medium scale cross-bedding (McMechan, 1987; Henderson et al., in press). Three units constitute the Kindle Formation in the Racing River synclinorium and the Cariboo Range (Laudon and Chronic, 1949; Bamber et al., 1968). The lower unit consists of dark grey siltstone with thin shale interbeds and some lenticular beds of calcareous siltstone. Between the Liard River and the Caribou Range this lower unit also contains beds of calcareous sandstone and sandy limestone. The banded middle unit comprises alternating dark grey argillaceous siltstone and orange weathering, calcareous and dolomitic, pyritic siltstone. Lenses of silty limestone lie within the middle unit in some sections. The upper unit comprises dark grey, siliceous mudstone, shale and chert. A sequence of siltstone, sandstone, shale and brachiopod-bearing limestones correlative with the lower and middle units is widespread in the foothills from the Toad River south to the Pine Pass.  Distribution: The Kindle Formation, preserved in the eastern Cordillera and subsurface of the northwestern Interior Platform is locally exposed in the mountains and foothills from southwestern District of Mackenzie to Mountain Creek south of Pine Pass, east-central British Columbia (Bamber, et al., 1968; McMechan, 1987; Henderson et al., in press). It ranges from 90 to (295 ft) to more than 200 m (610 ft) in the Racing River synclinorium and Cariboo Range of the eastern Rocky Mountains. In the Western foothills north of Tuchodi River the formation is commonly more than 100 m (328 ft) thick. South of Tuchodi River it is generally between 15 to 75 m (49 and 246 ft) thick. The eastward thinning Kindle is truncated by the sub-Fantasque and sub-Triassic unconformities at several localities in the eastern foothills and western plains (Bamber et al., 1968; Henderson et al., in press).  Type Locality: Ridge on east side of small, unnamed tributary of Toad River, about 1.4 km (0.9 mi) southwest of mouth of Nonda Creek and 0.8 km (0.5 mi) south of mile post 428 (689 km) on Alaska Highway; 58 deg 50'21'N, 125 deg 21'25'W; NTS 94K/14; Muskwa Ranges, eastern Rocky Mountains, northeastern British Columbia (Laudon and Chronic, 1949, p. 193).  Relationship: The Kindle unconformably overlies the Lower Carboniferous Mattson Formation in the northwest and the Lower Carboniferous Stoddart Group or underlying Prophet Formation to the southeast. The Kindle closely resembles the upper Stoddart, and much of what has been mapped as Kindle is probably assignable to the Stoddart. Triassic siltstone locally overlies the Kindle in the foothills and eastern Rocky Mountains, but the Permian Fantasque Formation unconformably overlies the Kindle in most areas. The upper Kindle of the type area may pass eastward into the Fantasque Formation. The Kindle, homotaxial with the subsurface Belloy Formation of Peace River Embayment, is partly coeval with the Belcourt Formation of east-central British Columbia (Bamber and Macqueen, 1979), but the nature of the contact with the latter is uncertain.  History: Originally defined (Laudon and Chronic, 1949, p. 210) to include the entire interval between the Besa River Formation and the Triassic in the Racing River synclinorium; restricted by Sutherland (1958, p. 31) to exclude bedded chert and black shale of the Permian Fantasque Formation in the Tetsa River Valley to the east. McGugan (1967) included the Kindle in the Mount Greene beds of the Pine Pass/Peace River region, eastern Rocky Mountains, northeastern British Columbia.  Remark: Part of Ishbel Group",British Columbia Northwest Territories,http://weblex.nrcan.gc.ca/html/007000/GSCC00053007624.html,21
29886,Whistler,Anisian,formal; currently in use,"Lithology: Recessive, generally shaly, weathering dark grey to black, carbonaceous, pyritiferous, slightly phosphatic, silty dolostone and dolomitic quartz siltstone. Thin- to indistinctly bedded and characteristically contains thin regular to slightly crenulated light grey laminations. Siltstone as lenticular to nodular incalations which locally are very calcareous. Base characterized at many localities by phosphatic sandstone and/or phosphatic pebble conglomerate, the latter composed of very irregular to elongate, angular to well rounded pebbles of cellophane up to 2.5 cm (1 in) in diameter and up to 10 cm (4 in) long. The Whistler Member forms a distinctive marker in the Sulphur Mountain Formation because of its dark grey and recessive weathering character, and contained grains and pebbles of collophane.  Distribution: The unit is confined mainly to the Rocky Mountain front ranges between Bow and Pine rivers, Alberta and northeastern British Columbia, but also occurs in the Foothills and part of the plains area. It is not recognized south of Bow River, with exception of Spray River Gorge, nor in the Alberta Foothills between Athabasca and Bow rivers because of easterly syndepositional thinning and probable facies change to lithologies of the Llama Member. The member ranges in measured thickness from a minimum of 4 m (13 ft) on Mount Greenock, Jasper National Park to a maximum of 85 m (279 ft) at Watson Peak, near Burnt River, northeastern British Columbia.  Type Locality: On the southwest limb of the prominent anticline near the headwaters of Whistler Creek, a tributary of Sulphur River, west-central Alberta. SE/4 Sec. 11, Twp. 54, Rge. 8W6M. Hardscrabble Creek NTS 83E/11E.  Relationship: The Whistler is abruptly underlain by resistant, rusty brown weathering siltstone of the Vega Siltstone Member. It is overlain abruptly in most areas by resistant weathering massive siltstone and silty dolostone of the Llama Member. In some areas the contact is gradational and placed at the base of an interval where more resistant, paler grey weathering and thicker bedded siltstone of the Llama forms the predominant lithology. The Whistler Member loses its distinctive recessive weathering character in exposures north of the Pine River, northeastern British Columbia. The contact between the Montney and overlying Doig formations in the subsurface Peace River Plains is equivalent to the base of the Whistler Member and corresponds to a marked increase or reflection trace on gamma-ray neutron log records. The Whistler is equivalent to the lower part of the Doig, and part of the Toad formations of the plains and foothills of northeastern British Columbia.  History: First described as a distinct lithofacies of the Sulphur Mountain Formation by Manko (1960) and called the 'Black Shale Member'. The name and member contacts were adopted by Gibson (1965), who later designated the facies as a normal member of the Sulphur Mountain Formation.",Alberta British Columbia,http://weblex.nrcan.gc.ca/html/016000/GSCC00053016339.html,21
29889,Llama,Anisian - Ladinian,formal; currently in use,"Lithology: Medium to dark grey-brown and yellow-brown, thin- to thick-bedded carbonaceous, pyritiferous, slightly micaceous, silty to sandy quartzose dolostone and dolomitic siltstone, with locally interbedded fissile, carbonaceous, silty shale and very fine-grained quartz sandstone. In the Sukunka River area the member contains interbeds of silty and bioclastic limestone.  Distribution: The unit occurs in most areas of the Rocky Mountain Foothills and front ranges between the Pine and Bow rivers. The member ranges in measured thickness from a minimum of 3 m (10 ft) at Fiddle River, Jasper National Park, to a maximum of 357 m (1,171 ft) on West Burnt River, near Pine Pass, northeastern British Columbia. In eastern exposures, south of Bow River the member is sporadic in occurrence because of Pre-Jurassic and Pleistocene-Recent erosion and accordingly thins to zero.  Type Locality: On Llama Mountain, the northeast limb of the Llama Mountain Anticline beginning on the southwest side of the mountain. E/2 Sec. 1, Twp. 56, Rge. 11W6M, Alberta. NTS 83E/14W Grande Cache.  Relationship: The Llama Member is gradationally overlain by yellow weathering sandstone, dolostone and intraformational and/or solution breccia of the Charlie Lake Formation in the Pine-Sukunka River area of northeastern British Colombia (Gibson, 1975), and the Starlight Evaporite Member of the Whitehorse Formation between the Sukunka and Bow rivers. Between the Bow River and Crowsnest Pass the unit is disconformably overlain in some areas by black shales of the Jurassic Fernie Formation (Gibson, 1969). In the subsurface plains of northeastern British Columbia and west-central Alberta the Llama grades laterally into pale grey sandstone of the Halfway Formation. The Llama Member is underlain gradationally or abruptly by dark grey thin- to medium-bedded siltstone and silty limestone of the Whistler Member in most areas, or rusty brown weathering siltstones of the Vega Siltstone Member in the Cadomin area and some areas south of Bow River where the Whistler is absent due to possible facies change into strata typical of the Llama Member. The Llama Member is equivalent to the Halfway, upper Doig and Liard and upper Toad formations of the foothills and plains of northeastern British Columbia.  History: The facies was first recognized and described by Manko (1960) in the Rock Lake area and named the 'Upper Siltstone Member'. Gibson (1956), using Manko's contact criteria termed the lithofacies the 'Silty Dolomite Member'. The name Llama was formally proposed as a member of Sulphur Mountain Formation by Gibson (1968).",Alberta British Columbia,http://weblex.nrcan.gc.ca/html/008000/GSCC00053008604.html,21
